Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:34:45.362000,ALB,23,0 days 00:02:26.678000,9.0,2.0,,,0 days 00:00:49.891000,0 days 00:01:06.447000,0 days 00:00:30.340000,0 days 00:33:08.575000,0 days 00:34:15.022000,0 days 00:34:45.362000,122.0,119.0,286.0,195.0,False,MEDIUM,9.0,False,Williams,0 days 00:32:18.684000,,1,,False,,False,True
0 days 00:36:20.542000,ALB,23,0 days 00:01:35.180000,10.0,2.0,,,0 days 00:00:30.113000,0 days 00:00:41.240000,0 days 00:00:23.827000,0 days 00:35:15.475000,0 days 00:35:56.715000,0 days 00:36:20.542000,237.0,264.0,285.0,318.0,True,MEDIUM,10.0,False,Williams,0 days 00:34:45.362000,,1,,False,,False,True
0 days 00:38:35.504000,ALB,23,0 days 00:02:14.962000,11.0,2.0,,0 days 00:38:33.746000,0 days 00:00:35.363000,0 days 00:01:06.096000,0 days 00:00:33.503000,0 days 00:36:55.905000,0 days 00:38:02.001000,0 days 00:38:35.504000,157.0,195.0,,274.0,False,MEDIUM,11.0,False,Williams,0 days 00:36:20.542000,,1,,False,,False,False
0 days 00:41:00.337000,ALB,23,0 days 00:02:24.833000,12.0,3.0,0 days 00:39:01.932000,0 days 00:40:58.593000,0 days 00:00:58.730000,0 days 00:00:58.197000,0 days 00:00:27.906000,0 days 00:39:34.234000,0 days 00:40:32.431000,0 days 00:41:00.337000,226.0,226.0,,163.0,False,MEDIUM,12.0,False,Williams,0 days 00:38:35.504000,,1,,False,,False,False
0 days 00:48:58.393000,ALB,23,,13.0,4.0,0 days 00:46:42.497000,,,0 days 00:00:54.945000,0 days 00:00:28.739000,,0 days 00:48:29.753000,0 days 00:48:58.396000,181.0,147.0,285.0,50.0,False,SOFT,1.0,True,Williams,0 days 00:41:00.337000,,1,,False,,False,False
0 days 00:50:32.321000,ALB,23,0 days 00:01:33.928000,14.0,4.0,,,0 days 00:00:29.750000,0 days 00:00:40.648000,0 days 00:00:23.530000,0 days 00:49:28.143000,0 days 00:50:08.791000,0 days 00:50:32.321000,239.0,267.0,282.0,318.0,True,SOFT,2.0,True,Williams,0 days 00:48:58.393000,,1,,False,,False,True
0 days 00:53:28.038000,ALB,23,,15.0,4.0,,0 days 00:53:25.981000,0 days 00:00:47.482000,0 days 00:01:18.398000,0 days 00:00:49.795000,0 days 00:51:20.013000,0 days 00:52:38.244000,0 days 00:53:28.038000,120.0,112.0,,184.0,False,SOFT,3.0,True,Williams,0 days 00:50:32.321000,,1,,False,,False,False
0 days 00:56:28.931000,ALB,23,,16.0,5.0,0 days 00:53:51.756000,,0 days 00:01:16.947000,0 days 00:01:13.362000,0 days 00:00:30.626000,0 days 00:54:45.090000,0 days 00:55:58.538000,0 days 00:56:29.014000,112.0,134.0,286.0,101.0,False,SOFT,4.0,False,Williams,0 days 00:53:28.038000,,1,,False,,False,False
0 days 00:58:48.600000,ALB,23,0 days 00:02:19.669000,17.0,5.0,,,0 days 00:00:40.298000,0 days 00:01:11.872000,0 days 00:00:27.499000,0 days 00:57:09.229000,0 days 00:58:21.101000,0 days 00:58:48.600000,85.0,115.0,286.0,318.0,False,SOFT,5.0,False,Williams,0 days 00:56:28.931000,,1,,False,,False,True
0 days 01:00:28.096000,ALB,23,0 days 00:01:39.496000,18.0,5.0,,0 days 01:00:26.174000,0 days 00:00:29.622000,0 days 00:00:40.551000,0 days 00:00:29.323000,0 days 00:59:18.222000,0 days 00:59:58.773000,0 days 01:00:28.096000,238.0,268.0,,320.0,False,SOFT,6.0,False,Williams,0 days 00:58:48.600000,,1,,False,,False,False
0 days 01:09:06.394000,ALB,23,,19.0,6.0,0 days 01:06:27.184000,,,0 days 00:00:45.667000,0 days 00:00:27.549000,,0 days 01:08:39.017000,0 days 01:09:06.394000,113.0,238.0,276.0,69.0,False,MEDIUM,13.0,False,Williams,0 days 01:00:28.096000,,1,,False,,False,False
0 days 01:10:45.867000,ALB,23,0 days 00:01:39.473000,20.0,6.0,,,0 days 00:00:31.418000,0 days 00:00:43.523000,0 days 00:00:24.532000,0 days 01:09:37.812000,0 days 01:10:21.335000,0 days 01:10:45.867000,229.0,238.0,275.0,299.0,False,MEDIUM,14.0,False,Williams,0 days 01:09:06.394000,,1,,False,,False,True
0 days 01:12:26.214000,ALB,23,0 days 00:01:40.347000,21.0,6.0,,,0 days 00:00:31.671000,0 days 00:00:43.904000,0 days 00:00:24.772000,0 days 01:11:17.538000,0 days 01:12:01.442000,0 days 01:12:26.214000,228.0,239.0,277.0,,False,MEDIUM,15.0,False,Williams,0 days 01:10:45.867000,,1,,False,,False,True
0 days 01:14:07.031000,ALB,23,0 days 00:01:40.817000,22.0,6.0,,,0 days 00:00:31.779000,0 days 00:00:43.767000,0 days 00:00:25.271000,0 days 01:12:57.993000,0 days 01:13:41.760000,0 days 01:14:07.031000,223.0,247.0,273.0,300.0,False,MEDIUM,16.0,False,Williams,0 days 01:12:26.214000,,1,,False,,False,True
0 days 01:16:33.735000,ALB,23,0 days 00:02:26.704000,23.0,6.0,,,0 days 00:00:43.005000,0 days 00:00:56.925000,0 days 00:00:46.774000,0 days 01:14:50.036000,0 days 01:15:46.961000,0 days 01:16:33.735000,127.0,174.0,41.0,,False,MEDIUM,17.0,False,Williams,0 days 01:14:07.031000,,1,,False,,False,True
0 days 01:19:07.699000,ALB,23,,24.0,6.0,,0 days 01:19:05.866000,0 days 00:01:15.605000,0 days 00:00:50.880000,0 days 00:00:27.409000,0 days 01:17:49.442000,0 days 01:18:40.337000,0 days 01:19:07.699000,133.0,244.0,,256.0,False,MEDIUM,18.0,False,Williams,0 days 01:16:33.735000,,1,,False,,False,False
0 days 00:17:05.527000,HUL,27,,1.0,1.0,0 days 00:14:30.079000,,,0 days 00:01:12.391000,0 days 00:00:28.011000,,0 days 00:16:37.680000,0 days 00:17:05.618000,146.0,181.0,281.0,97.0,False,HARD,1.0,True,Kick Sauber,0 days 00:14:30.079000,,1,,False,,False,False
0 days 00:19:06.740000,HUL,27,0 days 00:02:01.213000,2.0,1.0,,,0 days 00:00:38.851000,0 days 00:00:55.603000,0 days 00:00:26.759000,0 days 00:17:44.378000,0 days 00:18:39.981000,0 days 00:19:06.740000,127.0,168.0,282.0,321.0,True,HARD,2.0,True,Kick Sauber,0 days 00:17:05.527000,,1,,False,,False,True
0 days 00:20:45.199000,HUL,27,0 days 00:01:38.459000,3.0,1.0,,,0 days 00:00:30.870000,0 days 00:00:43.422000,0 days 00:00:24.167000,0 days 00:19:37.610000,0 days 00:20:21.032000,0 days 00:20:45.199000,239.0,262.0,284.0,320.0,True,HARD,3.0,True,Kick Sauber,0 days 00:19:06.740000,,1,,False,,False,True
0 days 00:23:06.983000,HUL,27,0 days 00:02:21.784000,4.0,1.0,,,0 days 00:00:42.593000,0 days 00:01:06.576000,0 days 00:00:32.615000,0 days 00:21:27.792000,0 days 00:22:34.368000,0 days 00:23:06.983000,139.0,97.0,284.0,220.0,False,HARD,4.0,True,Kick Sauber,0 days 00:20:45.199000,,1,,False,,False,True
0 days 00:25:18.384000,HUL,27,0 days 00:02:11.401000,5.0,1.0,,,0 days 00:00:31.349000,0 days 00:01:04.650000,0 days 00:00:35.402000,0 days 00:23:38.332000,0 days 00:24:42.982000,0 days 00:25:18.384000,177.0,140.0,282.0,325.0,False,HARD,5.0,True,Kick Sauber,0 days 00:23:06.983000,,1,,False,,False,True
0 days 00:26:55.694000,HUL,27,0 days 00:01:37.310000,6.0,1.0,,,0 days 00:00:30.837000,0 days 00:00:42.432000,0 days 00:00:24.041000,0 days 00:25:49.221000,0 days 00:26:31.653000,0 days 00:26:55.694000,238.0,269.0,285.0,320.0,True,HARD,6.0,True,Kick Sauber,0 days 00:25:18.384000,,1,,False,,False,True
0 days 00:29:24.678000,HUL,27,0 days 00:02:28.984000,7.0,1.0,,,0 days 00:00:37.582000,0 days 00:01:11.215000,0 days 00:00:40.187000,0 days 00:27:33.276000,0 days 00:28:44.491000,0 days 00:29:24.678000,153.0,121.0,207.0,306.0,False,HARD,7.0,True,Kick Sauber,0 days 00:26:55.694000,,12,,False,,False,True
0 days 00:31:35.150000,HUL,27,0 days 00:02:10.472000,8.0,1.0,,,0 days 00:00:42.386000,0 days 00:00:58.315000,0 days 00:00:29.771000,0 days 00:30:07.064000,0 days 00:31:05.379000,0 days 00:31:35.150000,144.0,168.0,284.0,186.0,False,HARD,8.0,True,Kick Sauber,0 days 00:29:24.678000,,1,,False,,False,True
0 days 00:33:11.185000,HUL,27,0 days 00:01:36.035000,9.0,1.0,,,0 days 00:00:30.439000,0 days 00:00:41.516000,0 days 00:00:24.080000,0 days 00:32:05.589000,0 days 00:32:47.105000,0 days 00:33:11.185000,238.0,272.0,284.0,321.0,True,HARD,9.0,True,Kick Sauber,0 days 00:31:35.150000,,1,,False,,False,True
0 days 00:34:59.021000,HUL,27,0 days 00:01:47.836000,10.0,1.0,,0 days 00:34:57.297000,0 days 00:00:32.216000,0 days 00:00:45.589000,0 days 00:00:30.031000,0 days 00:33:43.401000,0 days 00:34:28.990000,0 days 00:34:59.021000,224.0,200.0,,287.0,False,HARD,10.0,True,Kick Sauber,0 days 00:33:11.185000,,1,,False,,False,False
0 days 00:43:57.869000,HUL,27,,11.0,2.0,0 days 00:41:40.204000,,,0 days 00:00:59.692000,0 days 00:00:26.211000,,0 days 00:43:31.765000,0 days 00:43:57.869000,161.0,162.0,291.0,104.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:34:59.021000,,1,,False,,False,False
0 days 00:45:32.131000,HUL,27,0 days 00:01:34.262000,12.0,2.0,,,0 days 00:00:29.724000,0 days 00:00:40.972000,0 days 00:00:23.566000,0 days 00:44:27.593000,0 days 00:45:08.565000,0 days 00:45:32.131000,239.0,273.0,284.0,324.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:43:57.869000,,1,,False,,False,True
0 days 00:48:02.968000,HUL,27,,13.0,2.0,,0 days 00:48:01.111000,0 days 00:00:43.910000,0 days 00:01:06.057000,0 days 00:00:40.910000,0 days 00:46:16.220000,0 days 00:47:22.182000,0 days 00:48:02.968000,133.0,92.0,,196.0,False,SOFT,3.0,True,Kick Sauber,0 days 00:45:32.131000,,1,,False,,False,False
0 days 00:51:01.443000,HUL,27,,14.0,3.0,0 days 00:48:35.619000,,0 days 00:01:20.404000,0 days 00:01:09.539000,0 days 00:00:28.563000,0 days 00:49:23.599000,0 days 00:50:33.088000,0 days 00:51:01.443000,129.0,127.0,284.0,117.0,False,SOFT,4.0,False,Kick Sauber,0 days 00:48:02.968000,,1,,False,,False,False
0 days 00:52:40.261000,HUL,27,0 days 00:01:38.818000,15.0,3.0,,0 days 00:52:38.454000,0 days 00:00:29.986000,0 days 00:00:41.055000,0 days 00:00:27.777000,0 days 00:51:31.429000,0 days 00:52:12.484000,0 days 00:52:40.261000,240.0,270.0,,320.0,False,SOFT,5.0,False,Kick Sauber,0 days 00:51:01.443000,,1,,False,,False,False
0 days 01:03:31.338000,HUL,27,,16.0,4.0,0 days 01:01:42.677000,,,0 days 00:00:43.628000,0 days 00:00:24.585000,,0 days 01:03:06.933000,0 days 01:03:31.445000,226.0,243.0,277.0,186.0,False,HARD,11.0,False,Kick Sauber,0 days 00:52:40.261000,,1,,False,,False,False
0 days 01:05:11.868000,HUL,27,0 days 00:01:40.530000,17.0,4.0,,,0 days 00:00:31.873000,0 days 00:00:43.816000,0 days 00:00:24.841000,0 days 01:04:03.211000,0 days 01:04:47.027000,0 days 01:05:11.868000,233.0,247.0,275.0,297.0,False,HARD,12.0,False,Kick Sauber,0 days 01:03:31.338000,,1,,False,,False,True
0 days 01:06:54.148000,HUL,27,0 days 00:01:42.280000,18.0,4.0,,,0 days 00:00:31.961000,0 days 00:00:45.181000,0 days 00:00:25.138000,0 days 01:05:43.829000,0 days 01:06:29.010000,0 days 01:06:54.148000,230.0,238.0,277.0,291.0,False,HARD,13.0,False,Kick Sauber,0 days 01:05:11.868000,,1,,False,,False,True
0 days 01:08:36.180000,HUL,27,0 days 00:01:42.032000,19.0,4.0,,,0 days 00:00:32.268000,0 days 00:00:44.614000,0 days 00:00:25.150000,0 days 01:07:26.416000,0 days 01:08:11.030000,0 days 01:08:36.180000,228.0,239.0,276.0,289.0,False,HARD,14.0,False,Kick Sauber,0 days 01:06:54.148000,,1,,False,,False,True
0 days 01:10:17.727000,HUL,27,0 days 00:01:41.547000,20.0,4.0,,,0 days 00:00:32.062000,0 days 00:00:44.401000,0 days 00:00:25.084000,0 days 01:09:08.242000,0 days 01:09:52.643000,0 days 01:10:17.727000,230.0,249.0,278.0,291.0,False,HARD,15.0,False,Kick Sauber,0 days 01:08:36.180000,,1,,False,,False,True
0 days 01:12:10.494000,HUL,27,0 days 00:01:52.767000,21.0,4.0,,,0 days 00:00:32.247000,0 days 00:00:52.906000,0 days 00:00:27.614000,0 days 01:10:49.974000,0 days 01:11:42.880000,0 days 01:12:10.494000,,204.0,263.0,289.0,False,HARD,16.0,False,Kick Sauber,0 days 01:10:17.727000,,1,,False,,False,True
0 days 01:14:01.133000,HUL,27,0 days 00:01:50.639000,22.0,4.0,,,0 days 00:00:35.892000,0 days 00:00:48.532000,0 days 00:00:26.215000,0 days 01:12:46.386000,0 days 01:13:34.918000,0 days 01:14:01.133000,203.0,244.0,246.0,214.0,False,HARD,17.0,False,Kick Sauber,0 days 01:12:10.494000,,1,,False,,False,True
0 days 01:16:14.064000,HUL,27,0 days 00:02:12.931000,23.0,4.0,,,0 days 00:00:41.158000,0 days 00:00:54.103000,0 days 00:00:37.670000,0 days 01:14:42.291000,0 days 01:15:36.394000,0 days 01:16:14.064000,156.0,168.0,63.0,187.0,False,HARD,18.0,False,Kick Sauber,0 days 01:14:01.133000,,1,,False,,False,True
0 days 01:18:42.663000,HUL,27,0 days 00:02:28.599000,24.0,4.0,,0 days 01:18:40.927000,0 days 00:01:02.440000,0 days 00:00:49.668000,0 days 00:00:36.491000,0 days 01:17:16.504000,0 days 01:18:06.172000,0 days 01:18:42.663000,211.0,176.0,,195.0,False,HARD,19.0,False,Kick Sauber,0 days 01:16:14.064000,,1,,False,,False,False
0 days 00:16:04.896000,LAW,30,,1.0,1.0,0 days 00:13:32.526000,,,0 days 00:00:58.498000,0 days 00:00:31.199000,,0 days 00:15:33.796000,0 days 00:16:04.960000,168.0,173.0,281.0,32.0,False,HARD,1.0,True,Racing Bulls,0 days 00:13:32.526000,,1,,False,,False,False
0 days 00:17:43.157000,LAW,30,0 days 00:01:38.261000,2.0,1.0,,,0 days 00:00:31.277000,0 days 00:00:42.850000,0 days 00:00:24.134000,0 days 00:16:36.173000,0 days 00:17:19.023000,0 days 00:17:43.157000,234.0,263.0,283.0,320.0,True,HARD,2.0,True,Racing Bulls,0 days 00:16:04.896000,,1,,False,,False,True
0 days 00:20:23.784000,LAW,30,,3.0,1.0,,0 days 00:20:22.012000,0 days 00:00:48.021000,0 days 00:01:12.069000,0 days 00:00:40.561000,0 days 00:18:31.154000,0 days 00:19:43.406000,0 days 00:20:23.868000,99.0,94.0,,224.0,False,HARD,3.0,True,Racing Bulls,0 days 00:17:43.157000,,1,,False,,False,False
0 days 00:23:14.153000,LAW,30,,4.0,2.0,0 days 00:20:46.531000,,0 days 00:01:09.230000,0 days 00:01:11.039000,0 days 00:00:30.155000,0 days 00:21:33.300000,0 days 00:22:44.157000,0 days 00:23:14.266000,138.0,189.0,287.0,116.0,False,HARD,4.0,False,Racing Bulls,0 days 00:20:23.784000,,1,,False,,False,False
0 days 00:24:51.620000,LAW,30,0 days 00:01:37.467000,5.0,2.0,,,0 days 00:00:30.910000,0 days 00:00:42.577000,0 days 00:00:23.980000,0 days 00:23:45.063000,0 days 00:24:27.640000,0 days 00:24:51.620000,233.0,265.0,286.0,323.0,True,HARD,5.0,False,Racing Bulls,0 days 00:23:14.153000,,1,,False,,False,True
0 days 00:27:31.784000,LAW,30,,6.0,2.0,,0 days 00:27:29.964000,0 days 00:00:48.362000,0 days 00:01:13.056000,0 days 00:00:38.665000,0 days 00:25:40.288000,0 days 00:26:53.262000,0 days 00:27:31.784000,118.0,136.0,,281.0,False,HARD,6.0,False,Racing Bulls,0 days 00:24:51.620000,,1,,False,,False,False
0 days 00:30:27.808000,LAW,30,,7.0,3.0,0 days 00:28:04.051000,,0 days 00:01:20.200000,0 days 00:01:03.719000,0 days 00:00:32.120000,0 days 00:28:52.127000,0 days 00:29:55.945000,0 days 00:30:27.909000,133.0,172.0,284.0,136.0,False,HARD,7.0,False,Racing Bulls,0 days 00:27:31.784000,,12,,False,,False,False
0 days 00:32:04.745000,LAW,30,0 days 00:01:36.937000,8.0,3.0,,,0 days 00:00:30.649000,0 days 00:00:42.216000,0 days 00:00:24.072000,0 days 00:30:58.457000,0 days 00:31:40.673000,0 days 00:32:04.745000,235.0,269.0,285.0,319.0,True,HARD,8.0,False,Racing Bulls,0 days 00:30:27.808000,,1,,False,,False,True
0 days 00:34:32.853000,LAW,30,0 days 00:02:28.108000,9.0,3.0,,,0 days 00:00:45.913000,0 days 00:01:05.604000,0 days 00:00:36.591000,0 days 00:32:50.658000,0 days 00:33:56.262000,0 days 00:34:32.853000,136.0,142.0,174.0,273.0,False,HARD,9.0,False,Racing Bulls,0 days 00:32:04.745000,,1,,False,,False,True
0 days 00:36:58.464000,LAW,30,0 days 00:02:25.611000,10.0,3.0,,,0 days 00:00:48.998000,0 days 00:01:07.177000,0 days 00:00:29.436000,0 days 00:35:21.851000,0 days 00:36:29.028000,0 days 00:36:58.464000,133.0,135.0,286.0,194.0,False,HARD,10.0,False,Racing Bulls,0 days 00:34:32.853000,,1,,False,,False,True
0 days 00:38:34.713000,LAW,30,0 days 00:01:36.249000,11.0,3.0,,,0 days 00:00:30.576000,0 days 00:00:41.800000,0 days 00:00:23.873000,0 days 00:37:29.040000,0 days 00:38:10.840000,0 days 00:38:34.713000,237.0,269.0,286.0,321.0,True,HARD,11.0,False,Racing Bulls,0 days 00:36:58.464000,,1,,False,,False,True
0 days 00:40:37.187000,LAW,30,0 days 00:02:02.474000,12.0,3.0,,0 days 00:40:35.378000,0 days 00:00:38.492000,0 days 00:00:52.711000,0 days 00:00:31.271000,0 days 00:39:13.205000,0 days 00:40:05.916000,0 days 00:40:37.187000,192.0,204.0,,258.0,False,HARD,12.0,False,Racing Bulls,0 days 00:38:34.713000,,1,,False,,False,False
0 days 00:48:17.915000,LAW,30,,13.0,4.0,0 days 00:45:51.500000,,,0 days 00:01:07.435000,0 days 00:00:30.943000,,0 days 00:47:47.147000,0 days 00:48:18.104000,133.0,122.0,287.0,110.0,False,SOFT,1.0,True,Racing Bulls,0 days 00:40:37.187000,,1,,False,,False,False
0 days 00:49:52.451000,LAW,30,0 days 00:01:34.536000,14.0,4.0,,,0 days 00:00:30.038000,0 days 00:00:40.957000,0 days 00:00:23.541000,0 days 00:48:47.953000,0 days 00:49:28.910000,0 days 00:49:52.451000,238.0,271.0,286.0,322.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:48:17.915000,,1,,False,,False,True
0 days 00:52:04.212000,LAW,30,0 days 00:02:11.761000,15.0,4.0,,0 days 00:52:02.504000,0 days 00:00:39.191000,0 days 00:00:56.545000,0 days 00:00:36.025000,0 days 00:50:31.642000,0 days 00:51:28.187000,0 days 00:52:04.212000,147.0,178.0,,264.0,False,SOFT,3.0,True,Racing Bulls,0 days 00:49:52.451000,,1,,False,,False,False
0 days 00:57:10.334000,LAW,30,,16.0,5.0,0 days 00:54:26.231000,,,0 days 00:01:16.449000,0 days 00:00:41.411000,,0 days 00:56:29.083000,0 days 00:57:10.490000,126.0,85.0,286.0,131.0,False,SOFT,4.0,False,Racing Bulls,0 days 00:52:04.212000,,1,,False,,False,False
0 days 00:58:44.731000,LAW,30,0 days 00:01:34.397000,17.0,5.0,,,0 days 00:00:30.022000,0 days 00:00:40.780000,0 days 00:00:23.595000,0 days 00:57:40.356000,0 days 00:58:21.136000,0 days 00:58:44.731000,239.0,272.0,286.0,321.0,True,SOFT,5.0,False,Racing Bulls,0 days 00:57:10.334000,,1,,False,,False,True
0 days 01:00:46.039000,LAW,30,0 days 00:02:01.308000,18.0,5.0,,0 days 01:00:44.123000,0 days 00:00:41.972000,0 days 00:00:51.198000,0 days 00:00:28.138000,0 days 00:59:26.703000,0 days 01:00:17.901000,0 days 01:00:46.039000,118.0,254.0,,248.0,False,SOFT,6.0,False,Racing Bulls,0 days 00:58:44.731000,,1,,False,,False,False
0 days 01:10:31.462000,LAW,30,,19.0,6.0,0 days 01:08:29.701000,,,0 days 00:00:44.277000,0 days 00:00:24.511000,,0 days 01:10:06.967000,0 days 01:10:31.518000,227.0,248.0,276.0,160.0,False,SOFT,7.0,False,Racing Bulls,0 days 01:00:46.039000,,1,,False,,False,False
0 days 01:12:11.430000,LAW,30,0 days 00:01:39.968000,20.0,6.0,,,0 days 00:00:31.688000,0 days 00:00:43.510000,0 days 00:00:24.770000,0 days 01:11:03.150000,0 days 01:11:46.660000,0 days 01:12:11.430000,231.0,248.0,283.0,295.0,False,SOFT,8.0,False,Racing Bulls,0 days 01:10:31.462000,,1,,False,,False,True
0 days 01:13:51.853000,LAW,30,0 days 00:01:40.423000,21.0,6.0,,,0 days 00:00:31.603000,0 days 00:00:43.852000,0 days 00:00:24.968000,0 days 01:12:43.033000,0 days 01:13:26.885000,0 days 01:13:51.853000,227.0,246.0,279.0,307.0,False,SOFT,9.0,False,Racing Bulls,0 days 01:12:11.430000,,1,,False,,False,True
0 days 01:16:28.879000,LAW,30,,22.0,6.0,,,0 days 00:00:46.288000,0 days 00:01:00.570000,0 days 00:00:50.040000,0 days 01:14:38.269000,0 days 01:15:38.855000,0 days 01:16:29.064000,130.0,186.0,32.0,191.0,False,SOFT,10.0,False,Racing Bulls,0 days 01:13:51.853000,,1,,False,,False,False
0 days 01:19:11.089000,LAW,30,,23.0,6.0,,0 days 01:19:09.306000,0 days 00:01:15.411000,0 days 00:00:55.213000,0 days 00:00:31.794000,0 days 01:17:44.290000,0 days 01:18:39.449000,0 days 01:19:11.089000,189.0,227.0,,255.0,False,SOFT,11.0,False,Racing Bulls,0 days 01:16:28.879000,,1,,False,,False,False
0 days 00:15:56.407000,OCO,31,,1.0,1.0,0 days 00:13:26.508000,,,0 days 00:01:05.250000,0 days 00:00:30.305000,,0 days 00:15:26.291000,0 days 00:15:56.494000,128.0,155.0,278.0,47.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:13:26.508000,,1,,False,,False,False
0 days 00:17:32.986000,OCO,31,0 days 00:01:36.579000,2.0,1.0,,,0 days 00:00:30.624000,0 days 00:00:41.863000,0 days 00:00:24.092000,0 days 00:16:27.031000,0 days 00:17:08.894000,0 days 00:17:32.986000,232.0,258.0,280.0,306.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:15:56.407000,,1,,False,,False,True
0 days 00:20:14.335000,OCO,31,,3.0,1.0,,,0 days 00:00:51.167000,0 days 00:01:10.895000,0 days 00:00:39.216000,0 days 00:18:24.370000,0 days 00:19:35.214000,0 days 00:20:14.335000,116.0,122.0,155.0,116.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:17:32.986000,,1,,False,,False,False
0 days 00:22:51.683000,OCO,31,,4.0,1.0,,,0 days 00:00:53.517000,0 days 00:01:11.321000,0 days 00:00:32.670000,0 days 00:21:08.008000,0 days 00:22:19.142000,0 days 00:22:51.838000,123.0,132.0,279.0,142.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 00:20:14.335000,,1,,False,,False,False
0 days 00:24:27.781000,OCO,31,0 days 00:01:36.098000,5.0,1.0,,,0 days 00:00:30.514000,0 days 00:00:41.678000,0 days 00:00:23.906000,0 days 00:23:22.197000,0 days 00:24:03.875000,0 days 00:24:27.781000,233.0,260.0,280.0,309.0,True,MEDIUM,5.0,True,Haas F1 Team,0 days 00:22:51.683000,,1,,False,,False,True
0 days 00:27:07.112000,OCO,31,,6.0,1.0,,,0 days 00:00:52.473000,0 days 00:01:10.616000,0 days 00:00:36.140000,0 days 00:25:20.526000,0 days 00:26:31.067000,0 days 00:27:07.228000,125.0,93.0,282.0,132.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 00:24:27.781000,,1,,False,,False,False
0 days 00:28:43.939000,OCO,31,0 days 00:01:36.827000,7.0,1.0,,,0 days 00:00:30.622000,0 days 00:00:42.291000,0 days 00:00:23.914000,0 days 00:27:37.734000,0 days 00:28:20.025000,0 days 00:28:43.939000,234.0,261.0,278.0,308.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 00:27:07.112000,,12,,False,,False,True
0 days 00:30:49.352000,OCO,31,0 days 00:02:05.413000,8.0,1.0,,0 days 00:30:47.484000,0 days 00:00:36.196000,0 days 00:00:58.674000,0 days 00:00:30.543000,0 days 00:29:20.135000,0 days 00:30:18.809000,0 days 00:30:49.352000,165.0,220.0,,298.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 00:28:43.939000,,1,,False,,False,False
0 days 00:48:00.663000,OCO,31,,9.0,2.0,0 days 00:45:29.530000,,,0 days 00:01:10.782000,0 days 00:00:32.110000,,0 days 00:47:28.553000,0 days 00:48:00.690000,138.0,150.0,281.0,99.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:30:49.352000,,1,,False,,False,False
0 days 00:49:34.847000,OCO,31,0 days 00:01:34.184000,10.0,2.0,,,0 days 00:00:29.676000,0 days 00:00:40.902000,0 days 00:00:23.606000,0 days 00:48:30.339000,0 days 00:49:11.241000,0 days 00:49:34.847000,240.0,267.0,281.0,315.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:48:00.663000,,1,,False,,False,True
0 days 00:52:20.776000,OCO,31,,11.0,2.0,,0 days 00:52:18.962000,0 days 00:00:48.017000,0 days 00:01:13.705000,0 days 00:00:44.305000,0 days 00:50:22.934000,0 days 00:51:36.556000,0 days 00:52:20.776000,121.0,119.0,,169.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:49:34.847000,,1,,False,,False,False
0 days 00:55:17.997000,OCO,31,,12.0,3.0,0 days 00:52:41.488000,,0 days 00:01:18.058000,0 days 00:01:06.555000,0 days 00:00:32.563000,0 days 00:53:39.093000,0 days 00:54:45.668000,0 days 00:55:18.129000,128.0,138.0,280.0,156.0,False,SOFT,4.0,False,Haas F1 Team,0 days 00:52:20.776000,,1,,False,,False,False
0 days 00:56:55.339000,OCO,31,0 days 00:01:37.342000,13.0,3.0,,0 days 00:56:53.497000,0 days 00:00:29.972000,0 days 00:00:41.104000,0 days 00:00:26.266000,0 days 00:55:47.969000,0 days 00:56:29.073000,0 days 00:56:55.339000,239.0,267.0,,312.0,False,SOFT,5.0,False,Haas F1 Team,0 days 00:55:17.997000,,1,,False,,False,False
0 days 01:09:34.555000,OCO,31,,14.0,4.0,0 days 01:07:37.932000,,,0 days 00:00:43.103000,0 days 00:00:24.191000,,0 days 01:09:10.503000,0 days 01:09:34.665000,233.0,248.0,277.0,199.0,False,MEDIUM,9.0,False,Haas F1 Team,0 days 00:56:55.339000,,1,,False,,False,False
